Symbol,Company Name,Quant Rating,SA Analyst Ratings,Wall Street Ratings,Market Cap,Div Yield,Valuation,Growth,Profitability,Momentum,EPS Rev.
HYLN,Hyliion Holdings Corp.,Rating: Hold3.49,Rating: Hold3.00,Rating: Hold3.00,644.55M,-,B+,A+,D-,A+,A-
CDXC,ChromaDex Corporation,Rating: Hold3.49,Rating: Not Covered,Rating: Strong Buy4.60,584.84M,-,F,C+,B+,A+,A
RKLB,"Rocket Lab USA, Inc.",Rating: Hold3.49,Rating: Buy4.14,Rating: Buy4.15,12.83B,-,B-,A-,D-,A+,B
PDEX,"Pro-Dex, Inc.",Rating: Hold3.49,Rating: Not Covered,Rating: Strong Buy5.00,166.19M,-,D-,C+,A,A+,B+
ETON,"Eton Pharmaceuticals, Inc.",Rating: Hold3.49,Rating: Not Covered,Rating: Strong Buy4.50,329.15M,-,D-,C-,B,A+,A-
HIMS,"Hims & Hers Health, Inc.",Rating: Hold3.49,Rating: Strong Buy4.75,Rating: Buy3.53,6.63B,-,F,A,A,A+,A-
SMR,NuScale Power Corporation,Rating: Hold3.49,Rating: Hold3.20,Rating: Buy4.00,7.17B,-,B-,B+,D-,A+,B+
NN,NextNav Inc.,Rating: Hold3.49,Rating: Not Covered,Rating: Buy4.00,2.15B,-,B,C,D-,A+,A-
IONQ,"IonQ, Inc.",Rating: Hold3.49,Rating: Hold3.40,Rating: Buy4.00,6.97B,-,B,A-,F,A+,A+
AFRM,"Affirm Holdings, Inc.",Rating: Hold3.49,Rating: Buy3.62,Rating: Buy3.63,21.47B,-,D,A+,C,A+,A
NXL,"Nexalin Technology, Inc.",Rating: Hold3.49,Rating: Not Covered,Rating: Buy4.00,54.92M,-,C-,A-,C-,A+,Rating: Not Covered
ADMA,"ADMA Biologics, Inc.",Rating: Hold3.49,Rating: Buy4.00,Rating: Strong Buy4.80,5.16B,-,F,A,A,A+,B+
NVDA,NVIDIA Corporation,Rating: Hold3.49,Rating: Hold3.47,Rating: Strong Buy4.68,3.31T,0.02,D-,A+,A+,A-,B
SOFI,"SoFi Technologies, Inc.",Rating: Hold3.49,Rating: Buy4.18,Rating: Hold3.05,17.49B,-,D+,A,D-,A+,A-
UPST,"Upstart Holdings, Inc.",Rating: Hold3.49,Rating: Hold3.20,Rating: Hold2.93,7.16B,-,D-,A-,B+,A+,B
CCL,Carnival Corporation & plc,Rating: Hold3.49,Rating: Buy4.00,Rating: Buy4.20,32.31B,-,B-,A+,A,A+,A+
TSLA,"Tesla, Inc.",Rating: Hold3.49,Rating: Hold2.84,Rating: Hold3.20,1.07T,-,F,C-,A+,A+,A-
CAPR,"Capricor Therapeutics, Inc.",Rating: Hold3.49,Rating: Strong Buy5.00,Rating: Strong Buy4.57,865.75M,-,C-,A-,D-,A+,C+
GOOGL,Alphabet Inc.,Rating: Hold3.49,Rating: Buy4.02,Rating: Buy4.41,2.08T,0.24,D-,B,A+,B-,A-
META,"Meta Platforms, Inc.",Rating: Hold3.49,Rating: Buy3.85,Rating: Strong Buy4.50,1.44T,0.26,F,A-,A+,B+,A+
POET,POET Technologies Inc.,Rating: Hold3.49,Rating: Hold3.33,Rating: Strong Buy5.00,347.39M,-,B,A+,C,A+,Rating: Not Covered
GOOG,Alphabet Inc.,Rating: Hold3.49,Rating: Buy3.95,Rating: Buy4.43,2.08T,0.23,D-,B,A+,B-,A-
TOST,"Toast, Inc.",Rating: Hold3.49,Rating: Buy3.50,Rating: Buy3.72,24.53B,-,D-,A+,B-,A+,A+
TMQ,Trilogy Metals Inc.,Rating: Hold3.48,Rating: Not Covered,Rating: Hold3.40,195.09M,-,B,A+,D-,A+,B
RIGL,"Rigel Pharmaceuticals, Inc.",Rating: Hold3.48,Rating: Strong Buy4.50,Rating: Buy3.50,491.11M,-,F,B-,A-,A+,A+
MNPR,Monopar Therapeutics Inc.,Rating: Hold3.48,Rating: Buy4.00,Rating: Strong Buy4.66,109.25M,-,B,F,D+,A+,B-
BTCT,BTC Digital Ltd.,Rating: Hold3.48,Rating: Not Covered,Rating: Strong Buy5.00,65.70M,-,C,D+,B,A+,C
PTON,"Peloton Interactive, Inc.",Rating: Hold3.48,Rating: Hold3.33,Rating: Hold3.09,3.71B,-,F,C+,C-,A+,B+
GGAL,Grupo Financiero Galicia S.A.,Rating: Hold3.48,Rating: Buy4.00,Rating: Buy4.00,9.03B,4.23,A-,F,B+,A+,A-
MSTR,MicroStrategy Incorporated,Rating: Hold3.48,Rating: Sell2.29,Rating: Strong Buy4.66,84.08B,-,B-,B+,D+,A+,F
OMER,Omeros Corporation,Rating: Hold3.48,Rating: Hold3.00,Rating: Hold3.00,690.18M,-,A-,D,C+,A+,C
AXON,"Axon Enterprise, Inc.",Rating: Hold3.48,Rating: Buy3.57,Rating: Buy4.46,48.42B,-,F,A,B,A+,A-
SHOP,Shopify Inc.,Rating: Hold3.48,Rating: Hold3.40,Rating: Buy3.90,145.41B,-,D-,A+,B+,A,B+
SFM,"Sprouts Farmers Market, Inc.",Rating: Hold3.48,Rating: Hold3.28,Rating: Hold3.33,15.20B,-,D-,B+,C+,A+,A+
CORT,Corcept Therapeutics Incorporated,Rating: Hold3.48,Rating: Strong Buy4.50,Rating: Strong Buy4.60,6.14B,-,D-,B+,A+,A+,A+
LUMN,"Lumen Technologies, Inc.",Rating: Hold3.48,Rating: Buy3.50,Rating: Hold2.75,7.48B,-,A,D,B-,A+,C
VRT,Vertiv Holdings Co,Rating: Hold3.48,Rating: Buy3.50,Rating: Strong Buy4.87,47.65B,0.08,F,A+,A,A+,A
WMT,Walmart Inc.,Rating: Hold3.48,Rating: Hold2.87,Rating: Buy4.45,738.55B,0.88,F,C,A+,A,A-
HIPO,Hippo Holdings Inc.,Rating: Hold3.48,Rating: Not Covered,Rating: Buy3.75,801.68M,-,D,C+,B,A+,A+
CAVA,"CAVA Group, Inc.",Rating: Hold3.48,Rating: Hold3.00,Rating: Buy3.87,16.18B,-,F,A,C-,A+,A
OKLO,Oklo Inc.,Rating: Hold3.48,Rating: Hold3.00,Rating: Buy4.00,2.68B,-,B,A+,F,A+,C
LMND,"Lemonade, Inc.",Rating: Hold3.48,Rating: Hold3.40,Rating: Hold2.66,3.51B,-,C,B,D-,A+,C+
PAY,"Paymentus Holdings, Inc.",Rating: Hold3.48,Rating: Not Covered,Rating: Hold3.33,4.73B,-,F,A,C+,A+,A-
CLMB,"Climb Global Solutions, Inc.",Rating: Hold3.48,Rating: Hold3.00,Rating: Buy4.00,599.65M,0.51,D-,D+,C+,A+,A-
RCAT,"Red Cat Holdings, Inc.",Rating: Hold3.48,Rating: Strong Buy5.00,Rating: Strong Buy5.00,699.56M,-,B,C,D-,A+,D
ELMD,"Electromed, Inc.",Rating: Hold3.48,Rating: Hold3.00,Rating: Strong Buy5.00,262.71M,-,F,B-,A,A+,A+
CHWY,"Chewy, Inc.",Rating: Hold3.48,Rating: Hold3.20,Rating: Buy3.82,13.94B,-,D-,A+,B,A+,A
KULR,"KULR Technology Group, Inc.",Rating: Hold3.48,Rating: Not Covered,Rating: Strong Buy5.00,154.15M,-,B-,B+,F,A+,Rating: Not Covered
VST,Vistra Corp.,Rating: Hold3.48,Rating: Buy3.55,Rating: Buy4.33,52.57B,0.56,F,A-,A,A+,C+
NFLX,"Netflix, Inc.",Rating: Hold3.48,Rating: Hold3.48,Rating: Buy3.95,375.03B,-,D-,A-,A+,A,A-
HTCR,"HeartCore Enterprises, Inc.",Rating: Hold3.48,Rating: Not Covered,Rating: Not Covered,34.12M,2.45,A+,A,A-,A+,Rating: Not Covered
TRGP,Targa Resources Corp.,Rating: Hold3.48,Rating: Hold2.50,Rating: Buy4.45,43.92B,1.37,F,A,B,A+,A
KOD,Kodiak Sciences Inc.,Rating: Hold3.47,Rating: Hold3.00,Rating: Hold2.87,343.88M,-,B,D+,C-,A+,A+
CRVS,"Corvus Pharmaceuticals, Inc.",Rating: Hold3.47,Rating: Hold3.33,Rating: Strong Buy5.00,605.30M,-,B+,B+,D,A+,F
DIS,The Walt Disney Company,Rating: Hold3.47,Rating: Buy3.69,Rating: Buy4.03,212.97B,0.64,F,C-,A+,B+,A-
ASPI,ASP Isotopes Inc.,Rating: Hold3.47,Rating: Hold3.00,Rating: Strong Buy4.50,358.38M,-,C,A+,D,A+,Rating: Not Covered
CSCO,"Cisco Systems, Inc.",Rating: Hold3.47,Rating: Buy3.87,Rating: Buy3.67,236.14B,2.68,C-,D-,A+,B,B+
DUOL,"Duolingo, Inc.",Rating: Hold3.47,Rating: Hold2.75,Rating: Buy3.94,15.29B,-,F,A+,A,A+,A-
NTRA,"Natera, Inc.",Rating: Hold3.47,Rating: Buy3.50,Rating: Strong Buy4.55,22.24B,-,D-,B-,B,A+,A+
LUNR,"Intuitive Machines, Inc.",Rating: Hold3.47,Rating: Buy4.00,Rating: Strong Buy4.80,2.03B,-,C+,B+,F,A+,D+
SGMO,"Sangamo Therapeutics, Inc.",Rating: Hold3.47,Rating: Strong Buy5.00,Rating: Buy3.75,479.89M,-,C+,D,D-,A+,C+
DOCS,"Doximity, Inc.",Rating: Hold3.47,Rating: Buy3.50,Rating: Buy3.61,9.97B,-,F,B,A+,A+,A-
CRM,"Salesforce, Inc.",Rating: Hold3.47,Rating: Buy3.90,Rating: Buy4.23,315.49B,0.36,F,B,A+,B+,B+
BLND,"Blend Labs, Inc.",Rating: Hold3.47,Rating: Hold3.00,Rating: Buy4.16,1.33B,-,F,B+,D,A+,A
KRNT,Kornit Digital Ltd.,Rating: Hold3.47,Rating: Hold3.00,Rating: Buy4.28,1.49B,-,D-,A,C,A+,A+
GSHD,"Goosehead Insurance, Inc",Rating: Hold3.47,Rating: Hold3.00,Rating: Hold3.40,4.69B,-,F,A+,B+,A+,B+
RCL,Royal Caribbean Cruises Ltd.,Rating: Hold3.47,Rating: Buy3.83,Rating: Buy4.29,64.97B,0.17,D-,A,A,A+,B+
LMB,"Limbach Holdings, Inc.",Rating: Hold3.47,Rating: Buy3.66,Rating: Strong Buy4.66,1.11B,-,D-,A,C,A+,A+
GDS,GDS Holdings Limited,Rating: Hold3.47,Rating: Sell2.00,Rating: Buy4.41,3.80B,-,C+,B-,D-,A,A+
LX,LexinFintech Holdings Ltd.,Rating: Hold3.47,Rating: Buy3.50,Rating: Strong Buy4.75,805.62M,2.82,A+,B-,B+,A+,D+
PRCH,"Porch Group, Inc.",Rating: Hold3.47,Rating: Hold3.00,Rating: Buy4.33,377.59M,-,A-,D-,D,A,A-
HD,"The Home Depot, Inc.",Rating: Hold3.47,Rating: Hold3.00,Rating: Buy4.07,424.35B,2.11,D-,D,A+,B+,A-
T,AT&T Inc.,Rating: Hold3.47,Rating: Buy3.67,Rating: Buy3.70,166.97B,4.77,B-,F,A+,A-,B
RAIL,"FreightCar America, Inc.",Rating: Hold3.47,Rating: Buy3.50,Rating: Strong Buy5.00,185.73M,-,A+,A,D+,A+,F
JXN,Jackson Financial Inc.,Rating: Hold3.47,Rating: Buy3.50,Rating: Hold2.80,7.40B,2.72,A,B,D-,A,A-
BROS,Dutch Bros Inc.,Rating: Hold3.47,Rating: Hold3.40,Rating: Strong Buy4.58,9.42B,-,F,A,D+,A+,A-
FTNT,"Fortinet, Inc.",Rating: Hold3.47,Rating: Buy3.83,Rating: Buy3.54,72.09B,-,D,B,A+,A-,A+
TVTX,"Travere Therapeutics, Inc.",Rating: Hold3.47,Rating: Buy4.00,Rating: Strong Buy4.50,1.63B,-,D+,D,D-,A+,C+
LLYVA,Liberty Live Group,Rating: Hold3.47,Rating: Not Covered,Rating: Strong Buy5.00,6.68B,-,Rating: Not Covered,B-,D,A+,Rating: Not Covered
ACDVF,Air Canada,Rating: Hold3.47,Rating: Strong Buy4.50,Rating: Buy4.22,6.30B,-,A+,D-,A+,A-,A+
BMY,Bristol-Myers Squibb Company,Rating: Hold3.47,Rating: Buy4.00,Rating: Hold3.25,120.21B,4.05,A,D,A+,A-,B+
AXP,American Express Company,Rating: Hold3.46,Rating: Buy3.55,Rating: Hold3.35,214.33B,0.89,F,A-,A+,B+,B
LBPH,"Longboard Pharmaceuticals, Inc.",Rating: Hold3.46,Rating: Hold3.00,Rating: Hold3.42,2.34B,-,B,A+,C,A+,F
WVE,Wave Life Sciences Ltd.,Rating: Hold3.46,Rating: Buy3.50,Rating: Strong Buy4.60,2.29B,-,D+,A,C,A+,D+
MVST,"Microvast Holdings, Inc.",Rating: Hold3.46,Rating: Not Covered,Rating: Buy4.00,272.00M,-,B+,B+,D-,A+,A+
DOCU,"DocuSign, Inc.",Rating: Hold3.46,Rating: Buy4.20,Rating: Hold3.13,16.31B,-,D+,C-,A+,A,B+
UAMY,United States Antimony Corporation,Rating: Hold3.46,Rating: Not Covered,Rating: Strong Buy5.00,85.68M,-,C,C+,D,A+,Rating: Not Covered
NEXN,Nexxen International Ltd.,Rating: Hold3.46,Rating: Buy4.00,Rating: Buy3.60,658.09M,-,C+,D+,A-,A+,A+
SMTC,Semtech Corporation,Rating: Hold3.46,Rating: Hold2.66,Rating: Buy4.41,4.83B,-,F,C-,F,A+,B
CRS,Carpenter Technology Corporation,Rating: Hold3.46,Rating: Sell2.00,Rating: Buy4.00,9.69B,0.41,F,A,B-,A+,A-
RVLV,"Revolve Group, Inc.",Rating: Hold3.46,Rating: Hold3.00,Rating: Buy3.58,2.61B,-,F,B,C-,A+,B+
PAYO,Payoneer Global Inc.,Rating: Hold3.46,Rating: Buy4.00,Rating: Strong Buy4.66,3.88B,-,D,A,A,A+,B
GILD,"Gilead Sciences, Inc.",Rating: Hold3.46,Rating: Buy3.57,Rating: Buy4.00,115.17B,3.31,C-,D+,A+,A-,B+
HOOD,"Robinhood Markets, Inc.",Rating: Hold3.46,Rating: Buy4.00,Rating: Buy3.88,33.28B,-,F,D,B,A+,C+
SMMT,Summit Therapeutics Inc.,Rating: Hold3.46,Rating: Buy3.50,Rating: Buy4.00,13.97B,-,B,A+,C-,A+,F
TRUP,"Trupanion, Inc.",Rating: Hold3.46,Rating: Hold3.00,Rating: Buy4.00,2.27B,-,D-,A+,D,A+,B-
USB,U.S. Bancorp,Rating: Hold3.46,Rating: Buy3.50,Rating: Buy3.75,83.43B,3.68,C-,D+,A+,B-,B+
GATO,"Gatos Silver, Inc.",Rating: Hold3.46,Rating: Not Covered,Rating: Buy3.50,1.07B,-,D+,A-,A,A+,A
QSG,QuantaSing Group Limited,Rating: Hold3.46,Rating: Not Covered,Rating: Hold3.00,145.67M,-,A+,A+,A-,A,Rating: Not Covered
NEON,Neonode Inc.,Rating: Hold3.46,Rating: Strong Buy5.00,Rating: Strong Buy5.00,131.75M,-,B,C-,F,A+,C+
PSHG,Performance Shipping Inc.,Rating: Hold3.46,Rating: Not Covered,Rating: Strong Buy4.50,22.32M,-,A+,F,C,D,B
KKR,KKR & Co. Inc.,Rating: Hold3.46,Rating: Hold3.00,Rating: Buy4.35,142.14B,0.43,F,A,A,A,B-
GHM,Graham Corporation,Rating: Hold3.46,Rating: Strong Buy5.00,Rating: Strong Buy5.00,477.20M,-,D,A+,B-,A+,A-
PODD,Insulet Corporation,Rating: Hold3.46,Rating: Hold3.00,Rating: Buy4.43,18.72B,-,F,A,A,A,A-
FIX,"Comfort Systems USA, Inc.",Rating: Hold3.46,Rating: Hold3.00,Rating: Buy4.33,17.27B,0.25,F,A,A-,A+,A
BE,Bloom Energy Corporation,Rating: Hold3.46,Rating: Hold2.66,Rating: Buy3.74,6.22B,-,D+,A,D-,A+,C+
FINW,FinWise Bancorp,Rating: Hold3.46,Rating: Not Covered,Rating: Strong Buy4.50,248.50M,-,B-,D,D+,A+,A-
PI,"Impinj, Inc.",Rating: Hold3.46,Rating: Hold3.00,Rating: Strong Buy4.50,5.35B,-,D-,A+,B+,A-,A+
MHH,"Mastech Digital, Inc.",Rating: Hold3.46,Rating: Hold3.00,Rating: Not Covered,174.54M,-,D,F,D+,A+,A-
BHF,"Brighthouse Financial, Inc.",Rating: Hold3.46,Rating: Hold3.00,Rating: Hold2.70,3.11B,-,A+,A-,B,C-,A-
ORCL,Oracle Corporation,Rating: Hold3.46,Rating: Hold3.45,Rating: Buy4.08,506.27B,0.88,F,D,A+,A,C+
CUK,Carnival Corporation & plc,Rating: Hold3.45,Rating: Buy4.00,Rating: Strong Buy5.00,32.31B,-,B-,A+,A,A+,Rating: Not Covered
SITM,SiTime Corporation,Rating: Hold3.45,Rating: Hold3.00,Rating: Buy4.00,4.79B,-,D+,D-,A-,A,A
IDCC,"InterDigital, Inc.",Rating: Hold3.45,Rating: Buy4.00,Rating: Buy3.80,4.98B,0.84,F,D-,B,A,B+
MCS,The Marcus Corporation,Rating: Hold3.45,Rating: Not Covered,Rating: Strong Buy4.75,707.72M,1.25,D-,B,C-,A+,A
AAOI,"Applied Optoelectronics, Inc.",Rating: Hold3.45,Rating: Hold3.00,Rating: Buy4.25,1.64B,-,B,B-,D,A+,D
SE,Sea Limited,Rating: Hold3.45,Rating: Buy3.57,Rating: Buy4.42,66.46B,-,D-,A,B+,A+,B
MD,"Pediatrix Medical Group, Inc.",Rating: Hold3.45,Rating: Buy4.00,Rating: Buy3.57,1.25B,-,B-,D,B+,A+,A
WULF,TeraWulf Inc.,Rating: Hold3.45,Rating: Buy4.00,Rating: Strong Buy4.62,2.81B,-,D+,B,F,A+,D-
FTAI,FTAI Aviation Ltd.,Rating: Hold3.45,Rating: Buy4.00,Rating: Strong Buy4.50,16.95B,0.73,D,A,D-,A+,B-
SNEX,StoneX Group Inc.,Rating: Hold3.45,Rating: Buy4.00,Rating: Strong Buy5.00,3.33B,-,B+,D+,C+,A-,B+
REAL,"The RealReal, Inc.",Rating: Hold3.45,Rating: Buy4.00,Rating: Hold3.42,631.82M,-,D-,B,D-,A+,B
MA,Mastercard Incorporated,Rating: Hold3.45,Rating: Hold3.44,Rating: Buy4.33,488.63B,0.50,F,A-,A+,C-,B
VERX,"Vertex, Inc.",Rating: Hold3.45,Rating: Hold3.00,Rating: Buy4.08,8.46B,-,F,A,B-,A,B+
VMEO,"Vimeo, Inc.",Rating: Hold3.45,Rating: Hold3.00,Rating: Buy3.50,1.11B,-,D,A,C+,A,A+
BLK,"BlackRock, Inc.",Rating: Hold3.45,Rating: Hold3.25,Rating: Buy4.27,157.89B,1.99,D-,B+,A,B-,B+
COLB,"Columbia Banking System, Inc.",Rating: Hold3.45,Rating: Buy4.00,Rating: Hold3.36,6.63B,4.55,B-,D,C+,A,A
WMB,"The Williams Companies, Inc.",Rating: Hold3.45,Rating: Hold3.00,Rating: Buy3.66,70.87B,3.22,F,C-,A-,A,A
ADSK,"Autodesk, Inc.",Rating: Hold3.45,Rating: Hold3.25,Rating: Buy4.06,62.50B,-,D,B-,A,A-,A-
HNRG,Hallador Energy Company,Rating: Hold3.45,Rating: Not Covered,Rating: Strong Buy5.00,522.06M,-,F,D,D,A+,A+
DASH,"DoorDash, Inc.",Rating: Hold3.45,Rating: Buy3.75,Rating: Buy4.15,74.12B,-,D-,A+,A,A,B+
QBTS,D-Wave Quantum Inc.,Rating: Hold3.45,Rating: Buy3.75,Rating: Strong Buy4.50,613.80M,-,C+,D+,D-,A+,C+
NOW,"ServiceNow, Inc.",Rating: Hold3.45,Rating: Hold3.40,Rating: Buy4.41,214.86B,-,D-,A-,A+,A-,B
GE,General Electric Company,Rating: Hold3.45,Rating: Hold3.37,Rating: Strong Buy4.61,195.46B,0.50,D-,A+,A+,B-,A-
CALM,"Cal-Maine Foods, Inc.",Rating: Hold3.45,Rating: Buy4.00,Rating: Buy4.00,4.76B,2.99,B+,F,B+,A+,A+
SRTS,"Sensus Healthcare, Inc.",Rating: Hold3.45,Rating: Buy4.00,Rating: Buy4.25,140.95M,-,D,F,A-,A+,A+
VCYT,"Veracyte, Inc.",Rating: Hold3.45,Rating: Not Covered,Rating: Buy4.18,3.32B,-,D-,A,A-,A+,B+
OPBK,OP Bancorp,Rating: Hold3.45,Rating: Not Covered,Rating: Buy4.00,258.17M,2.75,C+,F,C-,A+,A
HWM,Howmet Aerospace Inc.,Rating: Hold3.45,Rating: Buy4.00,Rating: Buy4.41,47.41B,0.22,F,A+,A-,A,A-
FI,"Fiserv, Inc.",Rating: Hold3.45,Rating: Buy3.50,Rating: Buy4.30,125.50B,-,D-,B,A,A,B
V,Visa Inc.,Rating: Hold3.44,Rating: Buy3.53,Rating: Buy4.23,616.73B,0.68,F,B,A+,C-,B
USCB,"USCB Financial Holdings, Inc.",Rating: Hold3.44,Rating: Not Covered,Rating: Buy3.80,404.55M,0.98,D-,B,C-,A+,B+
BK,The Bank of New York Mellon Corporation,Rating: Hold3.44,Rating: Buy3.50,Rating: Buy3.88,59.43B,2.18,C+,B+,F,A-,A
CNK,"Cinemark Holdings, Inc.",Rating: Hold3.44,Rating: Buy4.00,Rating: Buy3.80,4.10B,-,D,F,B-,A+,A
EME,"EMCOR Group, Inc.",Rating: Hold3.44,Rating: Strong Buy4.50,Rating: Buy4.00,23.37B,0.18,D-,A,A-,A,A
UI,Ubiquiti Inc.,Rating: Hold3.44,Rating: Hold3.00,Rating: Hold3.00,21.32B,0.68,D+,C,A+,A+,F
SGRP,"SPAR Group, Inc.",Rating: Hold3.44,Rating: Not Covered,Rating: Strong Buy5.00,49.60M,-,A,C+,B-,A,A
SCGLY,Société Générale Société anonyme,Rating: Hold3.44,Rating: Buy4.00,Rating: Strong Buy4.50,20.78B,3.70,A+,A+,A+,D,D
VZ,Verizon Communications Inc.,Rating: Hold3.44,Rating: Buy3.88,Rating: Buy3.72,186.82B,6.02,B,D-,A+,B,B
BSX,Boston Scientific Corporation,Rating: Hold3.44,Rating: Hold3.25,Rating: Buy4.45,133.75B,-,F,B+,A,A-,B+
TT,Trane Technologies plc,Rating: Hold3.44,Rating: Strong Buy5.00,Rating: Hold3.44,93.63B,0.79,F,B,A,A-,A
REE,REE Automotive Ltd.,Rating: Hold3.44,Rating: Not Covered,Rating: Strong Buy4.50,143.32M,-,C+,D+,F,A+,A
CEG,Constellation Energy Corporation,Rating: Hold3.44,Rating: Hold3.14,Rating: Buy4.05,79.25B,0.56,F,A,D-,A+,A
CVLT,"Commvault Systems, Inc.",Rating: Hold3.44,Rating: Hold3.00,Rating: Buy3.85,7.50B,-,F,D,A,A,A+
JPM,JPMorgan Chase & Co.,Rating: Hold3.44,Rating: Buy3.75,Rating: Buy3.68,703.24B,1.84,D-,C+,F,B-,A-
PFE,Pfizer Inc.,Rating: Hold3.44,Rating: Buy3.80,Rating: Buy3.65,146.38B,6.50,A,D-,A+,C+,B+
IPX,IperionX Limited,Rating: Hold3.44,Rating: Hold3.00,Rating: Strong Buy5.00,870.41M,-,C+,A-,D-,A+,Rating: Not Covered
AVGO,Broadcom Inc.,Rating: Hold3.44,Rating: Buy3.67,Rating: Strong Buy4.57,745.75B,1.32,D-,B-,A+,B-,B-
PLNT,"Planet Fitness, Inc.",Rating: Hold3.44,Rating: Sell2.33,Rating: Buy4.16,8.55B,-,F,B-,B,A,A+
SNV,Synovus Financial Corp.,Rating: Hold3.44,Rating: Hold3.00,Rating: Buy3.93,8.14B,2.65,D,D,B-,A,A
ZIVO,"ZIVO Bioscience, Inc.",Rating: Hold3.44,Rating: Not Covered,Rating: Hold3.00,72.70M,-,C-,Rating: Not Covered,F,A+,F
EE,"Excelerate Energy, Inc.",Rating: Hold3.44,Rating: Buy4.00,Rating: Buy4.00,3.26B,0.44,D-,A-,C,A+,A
CYBR,CyberArk Software Ltd.,Rating: Hold3.44,Rating: Buy3.80,Rating: Strong Buy4.60,13.89B,-,F,A,D+,B+,A-
COCO,"The Vita Coco Company, Inc.",Rating: Hold3.44,Rating: Hold3.00,Rating: Buy4.10,2.02B,-,D-,A+,B+,A,A
BYDDY,BYD Company Limited,Rating: Hold3.44,Rating: Buy3.50,Rating: Strong Buy5.00,106.64B,1.31,C,C-,A+,B+,A-
BANR,Banner Corporation,Rating: Hold3.44,Rating: Hold3.00,Rating: Buy3.66,2.59B,2.55,C,D,C,A,A-
EVGO,"EVgo, Inc.",Rating: Hold3.44,Rating: Sell2.00,Rating: Buy4.38,1.96B,-,C,C+,F,A+,B
CMA,Comerica Incorporated,Rating: Hold3.44,Rating: Hold3.00,Rating: Hold3.43,9.51B,3.93,B,D,B,A-,B+
ELDN,"Eledon Pharmaceuticals, Inc.",Rating: Hold3.44,Rating: Strong Buy5.00,Rating: Strong Buy4.83,254.49M,-,B,C,C+,A+,B+
ENGIY,Engie SA,Rating: Hold3.43,Rating: Buy4.00,Rating: Hold3.00,37.68B,9.62,A+,A+,A+,D,A+
NWPX,Northwest Pipe Company,Rating: Hold3.43,Rating: Buy4.00,Rating: Buy4.00,559.32M,-,C,D,D+,A+,A+
ANET,"Arista Networks, Inc.",Rating: Hold3.43,Rating: Buy3.50,Rating: Buy4.08,126.70B,-,D,B+,A+,A-,B+
FTI,TechnipFMC plc,Rating: Hold3.43,Rating: Buy4.00,Rating: Buy4.34,13.19B,0.64,D-,A,B-,A-,A+
BSIG,BrightSphere Investment Group Inc.,Rating: Hold3.43,Rating: Not Covered,Rating: Hold2.66,1.16B,0.13,F,C,A+,A-,B+
PANW,"Palo Alto Networks, Inc.",Rating: Hold3.43,Rating: Hold3.12,Rating: Buy4.20,126.11B,-,D-,B-,A+,B,B+
PX,"P10, Inc.",Rating: Hold3.43,Rating: Not Covered,Rating: Buy3.71,1.58B,0.95,F,A-,B,A,A-
CDNA,"CareDx, Inc",Rating: Hold3.43,Rating: Buy4.00,Rating: Buy3.87,1.34B,-,D-,C+,B,A+,A
AXAHY,AXA SA,Rating: Hold3.43,Rating: Hold3.00,Rating: Strong Buy4.50,71.87B,6.27,A-,B-,A,D-,A-
GRND,Grindr Inc.,Rating: Hold3.43,Rating: Hold3.33,Rating: Buy4.33,2.65B,-,F,A+,F,A,A+
SVNLY,Svenska Handelsbanken AB (publ),Rating: Hold3.43,Rating: Buy4.00,Rating: Sell2.00,20.38B,12.08,A+,A,A+,D-,A-
TM,Toyota Motor Corporation,Rating: Hold3.43,Rating: Hold3.00,Rating: Buy4.00,223.38B,3.22,A-,A,A+,D+,A+
BN,Brookfield Corporation,Rating: Hold3.43,Rating: Buy4.00,Rating: Buy3.66,92.60B,0.51,F,A,B+,B+,Rating: Not Covered
CMPO,"CompoSecure, Inc.",Rating: Hold3.43,Rating: Not Covered,Rating: Strong Buy4.57,1.43B,-,D+,D-,A-,A+,C-
CCRD,CoreCard Corporation,Rating: Hold3.43,Rating: Buy3.50,Rating: Hold3.00,168.77M,-,D+,F,C-,A,A
MRBK,Meridian Corporation,Rating: Hold3.43,Rating: Buy4.00,Rating: Buy4.00,185.15M,2.99,C+,D+,D,A,A-
ATMU,Atmus Filtration Technologies Inc.,Rating: Hold3.43,Rating: Not Covered,Rating: Buy4.28,3.58B,0.23,F,D,B+,A,A
CMCSA,Comcast Corporation,Rating: Hold3.43,Rating: Hold3.00,Rating: Buy3.90,162.86B,2.87,C+,D,A+,B-,B
CXW,"CoreCivic, Inc.",Rating: Hold3.43,Rating: Hold3.00,Rating: Buy4.00,2.48B,-,C+,D,C,A,A+
AVVIY,Aviva plc,Rating: Hold3.43,Rating: Hold3.00,Rating: Hold3.00,16.48B,7.01,A+,C+,C-,D-,A
AAPL,Apple Inc.,Rating: Hold3.43,Rating: Hold2.66,Rating: Buy4.10,3.55T,0.42,F,D,A+,B-,C-
CDTX,"Cidara Therapeutics, Inc.",Rating: Hold3.43,Rating: Buy4.00,Rating: Strong Buy4.50,220.97M,-,A+,A+,D-,A,A
CIVB,"Civista Bancshares, Inc.",Rating: Hold3.43,Rating: Buy4.00,Rating: Buy4.16,358.95M,2.81,C+,C-,D,A,A+
