exchange_ticker	info
NasdaqGS:KRNT	NasdaqGS:KRNT;DB:0KD
NasdaqCM:KOSS	NasdaqCM:KOSS
NasdaqGS:KTOS	NasdaqGS:KTOS;LSE:0JS0;DB:WF5A
NasdaqGS:KRON	NasdaqGS:KRON
NasdaqGM:KRYS	NasdaqGM:KRYS;BST:4KB
NasdaqCM:KBNT	NasdaqCM:KBNT
NasdaqGS:KLIC	NasdaqGS:KLIC;DB:KU1
NasdaqGS:KURA	NasdaqGS:KURA;DB:KUR
NasdaqGM:KRUS	NasdaqGM:KRUS
NasdaqGS:KVHI	NasdaqGS:KVHI
NasdaqGM:KYMR	NasdaqGM:KYMR
NasdaqCM:LCAA.U	NasdaqCM:LCAA.U
NasdaqGS:FSTR	NasdaqGS:FSTR;DB:LB1A
NasdaqCM:LJPC	NasdaqCM:LJPC;DB:LJPP
NasdaqGM:LSBK	NasdaqGM:LSBK
NasdaqGS:LBAI	NasdaqGS:LBAI
NasdaqGS:LKFN	NasdaqGS:LKFN
NasdaqGM:LAKE	NasdaqGM:LAKE;DB:LLI
NasdaqGS:LRCX	NasdaqGS:LRCX;XTRA:LAR;LSE:0JT5;BMV:LRCX*;WBAG:LRCX;BOVESPA:L1RC34;DB:LAR
NasdaqGS:LANC	NasdaqGS:LANC;DB:LC1
NasdaqCM:LCY	NasdaqCM:LCY;NasdaqCM:LCYA.U
NasdaqCM:LCAH.U	NasdaqCM:LCAH.U
NasdaqGS:LNDC	NasdaqGS:LNDC;DB:LDE
NasdaqGM:LARK	NasdaqGM:LARK
NasdaqGM:LMRK	NasdaqGM:LMRK
NasdaqGM:LABP	NasdaqGM:LABP
NasdaqCM:LE	NasdaqCM:LE
NasdaqCM:LSEA	NasdaqCM:LSEA
NasdaqGS:LSTR	NasdaqGS:LSTR;BMV:LSTR*;DB:LDS
NasdaqCM:LTRN	NasdaqCM:LTRN
NasdaqGM:LNTH	NasdaqGM:LNTH;DB:0L8
NasdaqCM:LTRX	NasdaqCM:LTRX;DB:LA8N
NasdaqGM:LRMR	NasdaqGM:LRMR;DB:ZA7
NasdaqGS:SWIM	NasdaqGS:SWIM
NasdaqGS:LSCC	NasdaqGS:LSCC;LSE:0A6F;DB:LTT
NasdaqGS:LAUR	NasdaqGS:LAUR;DB:LA3A
NasdaqGS:LVTX	NasdaqGS:LVTX;BST:4PKB;DB:4PKB
NasdaqGS:LAWS	NasdaqGS:LAWS
NasdaqCM:LGAC	NasdaqCM:LGAC;NasdaqCM:LGAC.U
NasdaqCM:LAZY	NasdaqCM:LAZY;DB:5ZL
NasdaqCM:LCNB	NasdaqCM:LCNB
NasdaqCM:LDHA.U	NasdaqCM:LDHA.U
NasdaqCM:LEGA.U	NasdaqCM:LEGA.U
NasdaqGM:LPTX	NasdaqGM:LPTX;DB:5MC1
NasdaqGS:LEE	NasdaqGS:LEE;DB:LE70
NasdaqCM:LFTR	NasdaqCM:LFTR;NasdaqCM:LFTR.U
NasdaqGS:LEGH	NasdaqGS:LEGH;MUN:519
NasdaqCM:LEGO	NasdaqCM:LEGO;NasdaqCM:LEGO.U
NasdaqGS:LEGN	NasdaqGS:LEGN;DB:9LB
NasdaqCM:LACQ	NasdaqCM:LACQ;NasdaqCM:LACQ.U
NasdaqGM:LMAT	NasdaqGM:LMAT;DB:LHU
NasdaqGS:TREE	NasdaqGS:TREE;XTRA:T77;LSE:0JTZ;BMV:TREE*;DB:T77
NasdaqCM:LNSR	NasdaqCM:LNSR
NasdaqCM:LHAA	NasdaqCM:LHAA
NasdaqGS:LESL	NasdaqGS:LESL;DB:LE3
NasdaqGS:LEVL	NasdaqGS:LEVL;NasdaqGS:LEVL.P;DB:78X
NasdaqCM:LVRA.U	NasdaqCM:LVRA.U
NasdaqCM:LEXX	NasdaqCM:LEXX;CNSX:LXX
NasdaqGS:LXRX	NasdaqGS:LXRX;MUN:LX31;DB:LX31
NasdaqGS:LX	NasdaqGS:LX;DB:1LFA
NasdaqGS:LGIH	NasdaqGS:LGIH;LSE:0JSI;DB:LG1
NasdaqGS:LHCG	NasdaqGS:LHCG;DB:LH6
NasdaqGS:LI	NasdaqGS:LI;DB:L87A
NasdaqCM:LLIT	NasdaqCM:LLIT;DB:J8D1
NasdaqGS:LBRD.K	NasdaqGS:LBRD.K;NasdaqGS:LBRD.A;XTRA:8L8C;OTCPK:LBRD.B;BOVESPA:LBRD34;DB:8L8;DB:8L8C
NasdaqGS:LBTY.A	NasdaqGS:LBTY.A;NasdaqGS:LBTY.K;NasdaqGS:LBTY.B;BOVESPA:L1BT34;BOVESPA:L1BT35;LSE:0XHR;LSE:0XHS;BMV:LBTYAN;WBAG:LBTA;WBAG:LBTC;DB:1LG;DB:1LGC;DB:1LGB
NasdaqGS:LILA	NasdaqGS:LILA;NasdaqGS:LILA.K;OTCPK:LILA.B;LSE:0MDS;LSE:0MDR;DB:1LL
NasdaqCM:LMAC.A	NasdaqCM:LMAC.A;NasdaqCM:LMAC.U
NasdaqGS:LTRP.A	NasdaqGS:LTRP.A;NasdaqGS:LTRP.B;DB:LT0A
NasdaqCM:LFMD	NasdaqCM:LFMD
NasdaqCM:LSAQ	NasdaqCM:LSAQ
NasdaqGS:LCUT	NasdaqGS:LCUT
NasdaqCM:LFVN	NasdaqCM:LFVN;DB:L2T1
NasdaqGM:LWAY	NasdaqGM:LWAY;DB:LWF
NasdaqGM:LGND	NasdaqGM:LGND;DB:LGDN
NasdaqCM:LTBR	NasdaqCM:LTBR;DB:N7ON
NasdaqCM:LJAQ	NasdaqCM:LJAQ;NasdaqCM:LJAQ.U
NasdaqCM:LPTH	NasdaqCM:LPTH;DB:LPZB
NasdaqCM:LMB	NasdaqCM:LMB
NasdaqGS:LLNW	NasdaqGS:LLNW;LSE:0JUZ;DB:LNK
NasdaqCM:LMST	NasdaqCM:LMST
NasdaqGS:LMNR	NasdaqGS:LMNR;DB:2L2
NasdaqGS:LINC	NasdaqGS:LINC
NasdaqGS:LECO	NasdaqGS:LECO;DB:LNE
NasdaqCM:LIND	NasdaqCM:LIND;DB:LI4
NasdaqCM:LGHL	NasdaqCM:LGHL
NasdaqCM:LCAP	NasdaqCM:LCAP;NasdaqCM:LCAP.U
NasdaqCM:LPCN	NasdaqCM:LPCN;DB:2VT
NasdaqCM:LIQT	NasdaqCM:LIQT;DB:LIQT
NasdaqCM:YVR	NasdaqCM:YVR;DB:L7BB
NasdaqCM:LQDA	NasdaqCM:LQDA;MUN:LT4;BST:LT4;DB:LT4
NasdaqGS:LQDT	NasdaqGS:LQDT;DB:L1S
NasdaqGS:LFUS	NasdaqGS:LFUS;DB:LFS
NasdaqCM:LIVK	NasdaqCM:LIVK;NasdaqCM:LIVK.U
NasdaqGS:LIVN	NasdaqGS:LIVN;DB:LIA
NasdaqGS:LOB	NasdaqGS:LOB
NasdaqCM:LIVE	NasdaqCM:LIVE;DB:UYXP
NasdaqGS:LPSN	NasdaqGS:LPSN;TASE:LPSN;DB:LVO
NasdaqCM:LIVX	NasdaqCM:LIVX;DB:LIVX
NasdaqGM:LXEH	NasdaqGM:LXEH
NasdaqCM:LIXT	NasdaqCM:LIXT;DB:864
NasdaqGM:LIZI	NasdaqGM:LIZI
NasdaqGS:LKQ	NasdaqGS:LKQ;BOVESPA:L1KQ34;LSE:0JSJ;DB:LKQ1
NasdaqCM:LMFA	NasdaqCM:LMFA;DB:1YJA
NasdaqCM:LMAO	NasdaqCM:LMAO;NasdaqCM:LMAO.U
NasdaqCM:LMPX	NasdaqCM:LMPX;DB:0RH
NasdaqCM:LWAC	NasdaqCM:LWAC;NasdaqCM:LWAC.U
NasdaqGM:LOGC	NasdaqGM:LOGC;DB:0IF
NasdaqGM:LBPH	NasdaqGM:LBPH
NasdaqCM:LGVN	NasdaqCM:LGVN
NasdaqGM:LOOP	NasdaqGM:LOOP;MUN:3L9
NasdaqGS:LORL	NasdaqGS:LORL;DB:1L8
NasdaqGS:RIDE	NasdaqGS:RIDE
NasdaqGS:LPLA	NasdaqGS:LPLA;DB:7LI
NasdaqGS:LYTS	NasdaqGS:LYTS;DB:LS2
NasdaqGS:LHDX	NasdaqGS:LHDX
NasdaqGS:LULU	NasdaqGS:LULU;XTRA:33L;BOVESPA:L1UL34;LSE:0JVT;BMV:LULU*;DB:33L
NasdaqGS:LITE	NasdaqGS:LITE;LSE:0JVV;BMV:LITE*;DB:LU2
NasdaqGS:LAZR	NasdaqGS:LAZR;BMV:LAZR*
NasdaqGS:LMNX	NasdaqGS:LMNX;DB:LMX
NasdaqGM:LUMO	NasdaqGM:LUMO;DB:4NX1
NasdaqCM:LUNA	NasdaqCM:LUNA
NasdaqCM:LKCO	NasdaqCM:LKCO
NasdaqGS:LBC	NasdaqGS:LBC;DB:3QM
NasdaqCM:LUXA	NasdaqCM:LUXA;NasdaqCM:LUXA.U
NasdaqGS:LYFT	NasdaqGS:LYFT;XTRA:LYFT;LSE:0A2O;BMV:LYFT*;WBAG:LYFT;DB:LY0
NasdaqGM:LYRA	NasdaqGM:LYRA
NasdaqGS:MCBC	NasdaqGS:MCBC
NasdaqCM:MFNC	NasdaqCM:MFNC
NasdaqGS:MTSI	NasdaqGS:MTSI;XTRA:1MA;DB:1MA
NasdaqGS:MGNX	NasdaqGS:MGNX;DB:M55
NasdaqGS:MDGL	NasdaqGS:MDGL;LSE:0JXI;DB:YDO1
NasdaqGM:MAGS	NasdaqGM:MAGS
NasdaqGS:MGLN	NasdaqGS:MGLN;DB:MAH1
NasdaqGM:MGTA	NasdaqGM:MGTA;DB:3MT
NasdaqGS:MGIC	NasdaqGS:MGIC;TASE:MGIC;DB:MGK
NasdaqGS:MGNI	NasdaqGS:MGNI;DB:15R;BMV:MGNI*
NasdaqGM:MGYR	NasdaqGM:MGYR
NasdaqCM:MHLD	NasdaqCM:MHLD;NYSE:MH.PRA;DB:4OWA
NasdaqCM:MNSB	NasdaqCM:MNSB;NasdaqCM:MNSB.P;DB:5L0
NasdaqGS:MMYT	NasdaqGS:MMYT;DB:MY1
NasdaqCM:MLAC	NasdaqCM:MLAC;NasdaqCM:MLAC.U
NasdaqGM:MBUU	NasdaqGM:MBUU;DB:M05
NasdaqCM:MACU	NasdaqCM:MACU;NasdaqCM:MACU.U
NasdaqGM:MLVF	NasdaqGM:MLVF
NasdaqGS:TUSK	NasdaqGS:TUSK;DB:5M8
NasdaqGS:MANH	NasdaqGS:MANH;DB:MHT
NasdaqCM:LOAN	NasdaqCM:LOAN
NasdaqCM:MNTX	NasdaqCM:MNTX;DB:VE8
NasdaqGS:MTEX	NasdaqGS:MTEX
NasdaqGM:MNKD	NasdaqGM:MNKD;DB:NNFN
NasdaqGS:MANT	NasdaqGS:MANT;DB:MNMA
NasdaqCM:MARA	NasdaqCM:MARA;BMV:MARA*;DB:M44A
NasdaqGS:MRVI	NasdaqGS:MRVI
NasdaqGS:MCHX	NasdaqGS:MCHX;DB:NHM
NasdaqGM:MRIN	NasdaqGM:MRIN;BST:2MAA;DB:2MAA
NasdaqCM:MARP.S	NasdaqCM:MARP.S
NasdaqGM:MRNS	NasdaqGM:MRNS;LSE:0JYL;BMV:MRNS*;DB:61Y
NasdaqGM:MRKR	NasdaqGM:MRKR;MUN:GX1N;DB:GX1N
NasdaqGS:MKTX	NasdaqGS:MKTX;XTRA:MWI;BOVESPA:M1KT34;BMV:MKTX*;DB:MWI
NasdaqGS:MRLN	NasdaqGS:MRLN;DB:MBM
NasdaqCM:FINM	NasdaqCM:FINM;NasdaqCM:FINM.U
NasdaqCM:MRAC	NasdaqCM:MRAC;NasdaqCM:MRAC.U
NasdaqGS:MAR	NasdaqGS:MAR;XTRA:MAQ;LSE:0JYW;WBAG:MAR;BOVESPA:M1TT34;BMV:MAR*;DB:MAQ
NasdaqCM:MBII	NasdaqCM:MBII;DB:0MB
NasdaqGS:MRTN	NasdaqGS:MRTN;DB:MT9
NasdaqGS:MMLP	NasdaqGS:MMLP
NasdaqGS:MRVL	NasdaqGS:MRVL;LSE:0UBI;BMV:MRVL1*;DB:9MW
NasdaqGS:MASI	NasdaqGS:MASI;LSE:0JZ2;BMV:MASI*;DB:3M4
NasdaqGM:MCFT	NasdaqGM:MCFT;DB:1SG
NasdaqGS:MTCH	NasdaqGS:MTCH;XTRA:4MGN;LSE:0JZ7;WBAG:MTC2;BOVESPA:M1TC34;BMV:MTCH1*
NasdaqGS:MTLS	NasdaqGS:MTLS;DB:06MA
NasdaqGS:MTRX	NasdaqGS:MTRX;DB:MX2
NasdaqGS:MAT	NasdaqGS:MAT;XTRA:MTT;SWX:MTT;LSE:0JZH;WBAG:MAT;BMV:MAT*;DB:MTT
NasdaqGS:MATW	NasdaqGS:MATW;DB:MW1A
NasdaqGS:MAXN	NasdaqGS:MAXN;DB:5QJ
NasdaqGS:MXIM	NasdaqGS:MXIM;XTRA:MXI;LSE:0JZM;WBAG:MXIM;BOVESPA:M1XI34;DB:MXI
NasdaqGS:MCFE	NasdaqGS:MCFE
NasdaqCM:MACQ	NasdaqCM:MACQ;NasdaqCM:MACQ.U
NasdaqGS:MGRC	NasdaqGS:MGRC
NasdaqGS:MDCA	NasdaqGS:MDCA;DB:MD7A
NasdaqCM:MDJH	NasdaqCM:MDJH
NasdaqCM:MITC	NasdaqCM:MITC
NasdaqCM:MKTY	NasdaqCM:MKTY
NasdaqGS:MFIN	NasdaqGS:MFIN;DB:MD5
NasdaqCM:MDVL	NasdaqCM:MDVL;DB:73M0
NasdaqCM:MDIA	NasdaqCM:MDIA;DB:3WX
NasdaqGM:MNOV	NasdaqGM:MNOV;JASDAQ:4875;DB:RMN
NasdaqCM:MSAC	NasdaqCM:MSAC;NasdaqGM:MSAC.U
NasdaqCM:MDGS	NasdaqCM:MDGS;BST:2QM
NasdaqCM:MRM	NasdaqCM:MRM
NasdaqGM:MDWD	NasdaqGM:MDWD;DB:M8W
NasdaqGS:MEDP	NasdaqGS:MEDP;BMV:MEDP*;DB:01P
NasdaqCM:MTAC	NasdaqCM:MTAC;NasdaqCM:MTAC.U
NasdaqCM:MEIP	NasdaqCM:MEIP;LSE:0JW9;DB:MMIA
NasdaqGS:MGTX	NasdaqGS:MGTX;DB:328
NasdaqGS:MLCO	NasdaqGS:MLCO;LSE:0A2P;BMV:MLCON;DB:MAS
NasdaqCM:MTSL	NasdaqCM:MTSL;DB:MT2
NasdaqGS:MELI	NasdaqGS:MELI;XTRA:MLB1;BASE:MELI;LSE:0K0E;BOVESPA:MELI34;BMV:MELIN;DB:MLB1
NasdaqGS:MBWM	NasdaqGS:MBWM
NasdaqGS:MERC	NasdaqGS:MERC;DB:AEZ
NasdaqCM:MBIN	NasdaqCM:MBIN;NasdaqCM:MBIN.N;DB:3KD
NasdaqCM:MFH	NasdaqCM:MFH;DB:WO1C
NasdaqGS:MRCY	NasdaqGS:MRCY;DB:MCY
NasdaqGM:MREO	NasdaqGM:MREO;BST:MAH0;DB:MAH0
NasdaqCM:MCMJ	NasdaqCM:MCMJ
NasdaqGS:EBSB	NasdaqGS:EBSB;DB:3MR
NasdaqGS:VIVO	NasdaqGS:VIVO;LSE:0K0K;DB:MR4
NasdaqGS:MRBK	NasdaqGS:MRBK
NasdaqGS:MMSI	NasdaqGS:MMSI;DB:MM3
NasdaqGM:MACK	NasdaqGM:MACK;BST:MP6N;DB:MP6N
NasdaqGS:MRSN	NasdaqGS:MRSN;DB:0M4
NasdaqGM:MRUS	NasdaqGM:MRUS;DB:2GH
NasdaqGS:MESA	NasdaqGS:MESA;DB:M2A
NasdaqGS:MLAB	NasdaqGS:MLAB;DB:MLI
NasdaqGS:CASH	NasdaqGS:CASH;BST:FM7;DB:FM7
NasdaqGM:MTCR	NasdaqGM:MTCR
NasdaqCM:METX	NasdaqCM:METX
NasdaqGS:MCBS	NasdaqGS:MCBS;DB:7IR
NasdaqCM:MILE	NasdaqCM:MILE
NasdaqGS:MGEE	NasdaqGS:MGEE
NasdaqGS:MGPI	NasdaqGS:MGPI;BST:M1I;DB:M1I
NasdaqCM:MBOT	NasdaqCM:MBOT;DB:CY9D
NasdaqGS:MCHP	NasdaqGS:MCHP;SEAQ:MIR;XTRA:MCHP;LSE:0K19;WBAG:MCHP;BOVESPA:M1CH34;BMV:MCHP*;DB:MCP
NasdaqGS:MU	NasdaqGS:MU;XTRA:MTE;SWX:MU;LSE:0R2T;WBAG:MU;BOVESPA:MUTC34;BMV:MU*;BVL:MU;DB:MTE;BIT:MU
NasdaqGS:MSFT	NasdaqGS:MSFT;KAS:US_MSFT;XTRA:MSF;BASE:MSFT;SWX:MSFT;UKR:MSFT;LSE:0QYP;WBAG:MSFT;ENXTBR:MSF;BOVESPA:MSFT34;BMV:MSFT*;BVL:MSFT;SNSE:MSFT;BVC:MSFT;DB:MSF;SEHK:4338
NasdaqGS:MSTR	NasdaqGS:MSTR;XTRA:MIGA;LSE:0A7O;BMV:MSTR*;DB:MIGA
NasdaqGM:MVIS	NasdaqGM:MVIS;LSE:0K17;DB:MVIN
NasdaqCM:MICT	NasdaqCM:MICT
NasdaqGM:MPB	NasdaqGM:MPB
NasdaqCM:MSVB	NasdaqCM:MSVB
NasdaqCM:MBCN	NasdaqCM:MBCN
NasdaqGS:MSEX	NasdaqGS:MSEX;BST:MSX
NasdaqGS:MSBI	NasdaqGS:MSBI;DB:6HU
NasdaqCM:MDWT	NasdaqCM:MDWT
NasdaqGS:MOFG	NasdaqGS:MOFG
NasdaqGS:MIST	NasdaqGS:MIST
NasdaqCM:MLND	NasdaqCM:MLND
NasdaqGS:TIGO	NasdaqGS:TIGO;OTCPK:MICC.F;HMSE:M4M1;OM:TIGOSDB;LSE:0GRK;DB:M4M
NasdaqGS:MIME	NasdaqGS:MIME;DB:53M
NasdaqCM:MDXG	NasdaqCM:MDXG
NasdaqGM:MNDO	NasdaqGM:MNDO;DB:MC2
NasdaqCM:MNMD	NasdaqCM:MNMD;DB:BGHM
NasdaqGS:MIND	NasdaqGS:MIND;DB:MI7;DB:MI7A
NasdaqGM:NERV	NasdaqGM:NERV;DB:4MN
NasdaqCM:YGMZ	NasdaqCM:YGMZ
NasdaqGS:MRTX	NasdaqGS:MRTX;DB:26M
NasdaqGM:MIRM	NasdaqGM:MIRM;DB:08D
NasdaqGM:MSON	NasdaqGM:MSON;DB:MX9
NasdaqGS:AVO	NasdaqGS:AVO;DB:5YM
NasdaqCM:MITK	NasdaqCM:MITK;LSE:0K1W;DB:MKQ
NasdaqGS:MKSI	NasdaqGS:MKSI;LSE:0JWG;BMV:MKSI*;DB:MKT
NasdaqCM:MMAC	NasdaqCM:MMAC;DB:M58
NasdaqCM:MTC	NasdaqCM:MTC
NasdaqCM:MPAC.U	NasdaqCM:MPAC.U
NasdaqGS:MRNA	NasdaqGS:MRNA;MUN:0QF;LSE:0A45;BOVESPA:M1RN34;BMV:MRNA*;BVL:MRNA;DB:0QF
NasdaqGS:MODV	NasdaqGS:MODV;DB:PRF0
NasdaqCM:MKD	NasdaqCM:MKD
NasdaqGS:MTEM	NasdaqGS:MTEM;DB:NZW2
NasdaqCM:MBRX	NasdaqCM:MBRX;DB:MOLA
NasdaqGS:MOMO	NasdaqGS:MOMO;LSE:0K2P;WBAG:MOMO;BMV:MOMON;DB:1MOA
NasdaqCM:MKGI	NasdaqCM:MKGI;DB:6NIQ
NasdaqGS:MCRI	NasdaqGS:MCRI;DB:MOI
NasdaqGS:MDLZ	NasdaqGS:MDLZ;LSE:0R0G;SWX:MDLZ;WBAG:MDLZ;BOVESPA:MDLZ34;BMV:MDLZ*;SNSE:MDLZ;DB:KTF
NasdaqGS:MGI	NasdaqGS:MGI;LSE:0A6G;DB:9M1N
NasdaqGM:MDB	NasdaqGM:MDB;LSE:0KKZ;BOVESPA:M1DB34;BMV:MDB*;DB:526
NasdaqGS:MPWR	NasdaqGS:MPWR;BMV:MPWR*;DB:NQG
NasdaqCM:MNPR	NasdaqCM:MNPR;DB:1IY
NasdaqGS:MNRO	NasdaqGS:MNRO;DB:MR2
NasdaqGS:MNST	NasdaqGS:MNST;LSE:0K34;WBAG:MNST;BOVESPA:M1NS34;BMV:MNST*;BVL:MNST;DB:MOB
NasdaqCM:MNTK	NasdaqCM:MNTK;JSE:MKR
NasdaqCM:MAAC	NasdaqCM:MAAC;NasdaqCM:MAAC.U
NasdaqCM:MON	NasdaqCM:MON;NasdaqCM:MONC.U
NasdaqCM:MACA	NasdaqCM:MACA;NasdaqCM:MACA.U
NasdaqGS:MORN	NasdaqGS:MORN;DB:MRS
NasdaqGM:MORF	NasdaqGM:MORF;DB:31Y
NasdaqCM:MOSY	NasdaqCM:MOSY;DB:MHIP
NasdaqCM:MOTN	NasdaqCM:MOTN;NasdaqCM:MOTN.U
NasdaqGS:MPAA	NasdaqGS:MPAA
NasdaqCM:MSGM	NasdaqCM:MSGM
NasdaqCM:MOTS	NasdaqCM:MOTS;BST:7M4;DB:7M4
NasdaqCM:MCAD	NasdaqCM:MCAD;NasdaqCM:MCAD.U
NasdaqCM:MOVE	NasdaqCM:MOVE
NasdaqCM:MOXC	NasdaqCM:MOXC
NasdaqCM:COOP	NasdaqCM:COOP;DB:07WA
NasdaqCM:MSDA.U	NasdaqCM:MSDA.U
NasdaqCM:MUDS	NasdaqCM:MUDS;NasdaqCM:MUDS.U
NasdaqCM:GRIL	NasdaqCM:GRIL;DB:0XJ
NasdaqGM:MBIO	NasdaqGM:MBIO;BST:2W6;DB:2W6
NasdaqCM:MVBF	NasdaqCM:MVBF;DB:MV6
NasdaqCM:MYMD	NasdaqCM:MYMD;DB:DQS
NasdaqGS:MYRG	NasdaqGS:MYRG;DB:MYP
NasdaqGS:MYGN	NasdaqGS:MYGN;XTRA:MYD;LSE:0K3W;DB:MYD
NasdaqGS:NBRV	NasdaqGS:NBRV;BST:NTY;DB:NTY0
NasdaqCM:NAKD	NasdaqCM:NAKD;DB:0SQA
NasdaqCM:NNDM	NasdaqCM:NNDM;LSE:0A92;DB:2N5B
NasdaqGM:NNOX	NasdaqGM:NNOX
NasdaqGM:NSTG	NasdaqGM:NSTG;DB:0F1
NasdaqCM:NAOV	NasdaqCM:NAOV
NasdaqGS:NH	NasdaqGS:NH;DB:NEL
NasdaqGS:NSSC	NasdaqGS:NSSC;DB:NS1
NasdaqGS:NDAQ	NasdaqGS:NDAQ;DIFX:NDAQ;XTRA:NAQ;LSE:0K4T;BMV:NDAQ*;WBAG:NDAQ;BOVESPA:N1DA34;DB:NAQ
NasdaqGS:NTRA	NasdaqGS:NTRA;DB:45E
NasdaqGS:NATH	NasdaqGS:NATH;DB:NFA
NasdaqCM:NKSH	NasdaqCM:NKSH;DB:9F2
NasdaqGS:FIZZ	NasdaqGS:FIZZ;DB:20V;LSE:0K50;BMV:FIZZ*
NasdaqGS:NCMI	NasdaqGS:NCMI;DB:XWM
NasdaqCM:NESR	NasdaqCM:NESR
NasdaqGS:NATI	NasdaqGS:NATI;DB:NI1
NasdaqGS:NRC	NasdaqGS:NRC;BST:NR1A
NasdaqGS:EYE	NasdaqGS:EYE;DB:7NV
NasdaqGS:NWLI	NasdaqGS:NWLI;DB:5NW
NasdaqGM:NAII	NasdaqGM:NAII;DB:NA2
NasdaqCM:NHTC	NasdaqCM:NHTC;DB:NAH
NasdaqCM:NOAC	NasdaqCM:NOAC;NasdaqCM:NOAC.U
NasdaqCM:NATR	NasdaqCM:NATR
NasdaqGS:NTUS	NasdaqGS:NTUS;DB:NM4
NasdaqGS:NAVI	NasdaqGS:NAVI;LSE:0K5R;DB:10D
NasdaqGS:NBTB	NasdaqGS:NBTB
NasdaqGS:NCNO	NasdaqGS:NCNO;BMV:NCNO*;DB:6NC
NasdaqCM:NCSM	NasdaqCM:NCSM;DB:MUH0
NasdaqCM:NEBC	NasdaqCM:NEBC;NasdaqCM:NEBC.U
NasdaqGS:NKTR	NasdaqGS:NKTR;LSE:0UNL;BMV:NKTR*;DB:ITH
NasdaqCM:NMRD	NasdaqCM:NMRD;BST:N18A;DB:N18A
NasdaqGM:NGMS	NasdaqGM:NGMS;DB:N9G
NasdaqGS:NEOG	NasdaqGS:NEOG;DB:NG2
NasdaqCM:NEO	NasdaqCM:NEO;BMV:NEO*;DB:NG9
NasdaqGM:NLTX	NasdaqGM:NLTX;DB:6AP
NasdaqCM:NEON	NasdaqCM:NEON;DB:SB6P
NasdaqCM:NEPH	NasdaqCM:NEPH
NasdaqGS:UEPS	NasdaqGS:UEPS;JSE:NT1
NasdaqCM:NETE	NasdaqCM:NETE;DB:1N52
NasdaqGS:NTAP	NasdaqGS:NTAP;XTRA:NTA;LSE:0K6F;BOVESPA:N1TA34;DB:NTA
NasdaqGS:NTES	NasdaqGS:NTES;OTCPK:NETT.F;BMV:NTESN;SWX:NTES;LSE:0K6G;BASE:NTES;WBAG:NTES;DB:NEH;DB:4Y01;SEHK:9999
NasdaqGS:NFLX	NasdaqGS:NFLX;XTRA:NFC;BIT:NFLX;UKR:NFLX;LSE:0QYI;BMV:NFLX*;BVL:NFLX;SWX:NFLX;BASE:NFLX;WBAG:NFLX;BOVESPA:NFLX34;DB:NFC
NasdaqGS:NTGR	NasdaqGS:NTGR;DB:NGJ
NasdaqGS:NTCT	NasdaqGS:NTCT;DB:NSZ
NasdaqCM:NTWK	NasdaqCM:NTWK;DB:NS9B
NasdaqCM:NBSE	NasdaqCM:NBSE;DB:O7PA
NasdaqCM:NRBO	NasdaqCM:NRBO
NasdaqGS:NBIX	NasdaqGS:NBIX;LSE:0K6R;BOVESPA:N1BI34;DB:NB3
NasdaqCM:NURO	NasdaqCM:NURO;DB:NLZ
NasdaqGM:STIM	NasdaqGM:STIM;DB:NRC
NasdaqGM:NPCE	NasdaqGM:NPCE
NasdaqGS:NFE	NasdaqGS:NFE
NasdaqCM:NVSA	NasdaqCM:NVSA;NasdaqCM:NVSA.U
NasdaqGS:NYMT	NasdaqGS:NYMT;NasdaqGS:NYMT.P;DB:NKZB
NasdaqCM:NBEV	NasdaqCM:NBEV;BST:N1K
NasdaqCM:NEWA	NasdaqCM:NEWA
NasdaqCM:NBST	NasdaqCM:NBST;NasdaqCM:NBST.U
NasdaqGS:NWL	NasdaqGS:NWL;LSE:0K7J;BMV:NWL*;BOVESPA:N1WL34;DB:NWL
NasdaqCM:NHIC	NasdaqCM:NHIC;NasdaqCM:NHIC.U
NasdaqGS:NMRK	NasdaqGS:NMRK;DB:NMB
NasdaqGS:NWSA	NasdaqGS:NWSA;NasdaqGS:NWS;OTCPK:NWSA.L;LSE:0K7U;LSE:0K7V;ASX:NWSLV;ASX:NWS;BOVESPA:N1WS34;BOVESPA:N1WS35;DB:NC0B;DB:NC0;DB:NC0E
NasdaqGM:NEXI	NasdaqGM:NEXI;DB:737
NasdaqGS:NXST	NasdaqGS:NXST;DB:NXZ
NasdaqGS:NXTC	NasdaqGS:NXTC;MUN:2US;DB:2US
NasdaqCM:NEXT	NasdaqCM:NEXT
NasdaqCM:NGCA.U	NasdaqCM:NGCA.U
NasdaqCM:NGAC	NasdaqCM:NGAC;NasdaqCM:NGAC.U
NasdaqGS:NXGN	NasdaqGS:NXGN;DB:QY1
NasdaqGS:NGM	NasdaqGS:NGM;DB:0IK
NasdaqCM:NODK	NasdaqCM:NODK;DB:4V0
NasdaqGS:NICK	NasdaqGS:NICK
NasdaqCM:NCBS	NasdaqCM:NCBS
NasdaqCM:NDAC	NasdaqCM:NDAC;NasdaqCM:NDAC.U
NasdaqGS:NKLA	NasdaqGS:NKLA;XTRA:8NI;LSE:0A3R;BMV:NKLA*;WBAG:NKLA;DB:8NI
NasdaqCM:NISN	NasdaqCM:NISN
NasdaqGM:NIU	NasdaqGM:NIU;LSE:0A54;BMV:NIUN;DB:0O9
NasdaqGS:NKTX	NasdaqGS:NKTX
